symbol,display_symbol,provider_symbol,name,exchange,is_etf,is_test_issue,raw_type,source,active
MTB,MTB,MTB,M&T Bank Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTB$H,MTB$H,MTB$H,"M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock, Series H",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTB$J,MTB$J,MTB$J,"M&T Bank Corporation Depositary Shares each representing a 1/400th ownership interest in a share of Perpetual 7.500% Non-Cumulative Preferred Stock, Series J",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTB$K,MTB$K,MTB$K,"M&T Bank Corporation Depositary Shares each representing a 1/400th interest in a share of Perpetual 6.350% Non-Cumulative Preferred Stock, Series K",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTBA,MTBA,MTBA,Simplify MBS ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MTC,MTC,MTC,"MMTec, Inc. - Common Shares",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MTCH,MTCH,MTCH,"Match Group, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MTD,MTD,MTD,"Mettler-Toledo International, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTDR,MTDR,MTDR,Matador Resources Company Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTEK,MTEK,MTEK,Maris-Tech Ltd. - ordinary shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MTEKW,MTEKW,MTEKW,Maris-Tech Ltd. - Warrants,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MTEN,MTEN,MTEN,Mingteng International Corporation Inc. - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MTEX,MTEX,MTEX,"Mannatech, Incorporated - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MTG,MTG,MTG,MGIC Investment Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTGP,MTGP,MTGP,WisdomTree Mortgage Plus Bond Fund,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MTH,MTH,MTH,Meritage Homes Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTLS,MTLS,MTLS,Materialise NV - American Depositary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MTN,MTN,MTN,"Vail Resorts, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTNB,MTNB,MTNB,"Matinas Biopharma Holdings, Inc. Common Stock",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
MTNE.U,MTNE.U,MTNE-U,"CH4 Natural Solutions Corporation Units, each consisting of one Class A ordinary share and one-half of one Warrant",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTR,MTR,MTR,Mesa Royalty Trust Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTRA,MTRA,MTRA,Invesco International Growth Focus ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
MTRN,MTRN,MTRN,Materion Corporation,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTRX,MTRX,MTRX,Matrix Service Company - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MTSI,MTSI,MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MTUL,MTUL,MTUL,ETRACS 2x Leveraged MSCI US Momentum Factor TR ETN,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MTUM,MTUM,MTUM,iShares MSCI USA Momentum Factor ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
MTUS,MTUS,MTUS,Metallus Inc. Common Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTVA,MTVA,MTVA,MetaVia Inc.  - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MTW,MTW,MTW,"Manitowoc Company, Inc. (The) Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTX,MTX,MTX,Minerals Technologies Inc. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MTYY,MTYY,MTYY,GraniteShares YieldBOOST MSTR ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MTZ,MTZ,MTZ,"MasTec, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MU,MU,MU,"Micron Technology, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MUA,MUA,MUA,"Blackrock MuniAssets Fund, Inc Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MUB,MUB,MUB,iShares National Muni Bond ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MUC,MUC,MUC,"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MUD,MUD,MUD,Direxion Daily MU Bear 1X ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MUFG,MUFG,MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MUJ,MUJ,MUJ,"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MULL,MULL,MULL,GraniteShares 2x Long MU Daily ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MULT,MULT,MULT,Franklin Multisector Income ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MUNA,MUNA,MUNA,Northern Trust 2030 Tax-Exempt Distributing Ladder ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MUNB,MUNB,MUNB,Northern Trust 2035 Tax-Exempt Distributing Ladder ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MUNC,MUNC,MUNC,Northern Trust 2045 Tax-Exempt Distributing Ladder ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MUND,MUND,MUND,Northern Trust 2055 Tax-Exempt Distributing Ladder ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MUNI,MUNI,MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MUNX,MUNX,MUNX,AMG GW&K Muni Income ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MUNY,MUNY,MUNY,Vanguard New York Tax-Exempt Bond ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
MUR,MUR,MUR,Murphy Oil Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MUSA,MUSA,MUSA,Murphy USA Inc. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MUSE,MUSE,MUSE,TCW Multisector Credit Income ETF,NYSE,True,False,ETF,nasdaqtrader:otherlisted,True
MUSI,MUSI,MUSI,American Century Multisector Income ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MUSQ,MUSQ,MUSQ,MUSQ Global Music Industry Index ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MUST,MUST,MUST,Columbia Multi-Sector Municipal Income ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MUU,MUU,MUU,Direxion Daily MU Bull 2X ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MUX,MUX,MUX,McEwen Inc. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MUYY,MUYY,MUYY,GraniteShares YieldBOOST MU ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MUZE,MUZE,MUZE,Muzero Acquisition Corp - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MUZEU,MUZEU,MUZEU,Muzero Acquisition Corp - Unit,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MUZEW,MUZEW,MUZEW,Muzero Acquisition Corp - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MVAL,MVAL,MVAL,VanEck Morningstar Wide Moat Value ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
MVBF,MVBF,MVBF,MVB Financial Corp. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MVFD,MVFD,MVFD,Monarch Volume Factor Dividend Tree Index ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
MVFG,MVFG,MVFG,Monarch Volume Factor Global Unconstrained Index ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
MVIS,MVIS,MVIS,"MicroVision, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MVLL,MVLL,MVLL,GraniteShares 2x Long MRVL Daily ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MVO,MVO,MVO,MV Oil Trust Units of Beneficial Interests,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MVPA,MVPA,MVPA,Miller Value Partners Appreciation ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MVPL,MVPL,MVPL,Miller Value Partners Leverage ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MVRL,MVRL,MVRL,ETRACS Monthly Pay 1.5X Leveraged Mortgage REIT ETN,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MVST,MVST,MVST,"Microvast Holdings, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MVSTW,MVSTW,MVSTW,"Microvast Holdings, Inc. - Warrant",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MVV,MVV,MVV,ProShares Ultra MidCap400,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MWA,MWA,MWA,MUELLER WATER PRODUCTS Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MWG,MWG,MWG,Multi Ways Holdings Limited Class A Ordinary Shares,NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
MWH,MWH,MWH,"SOLV Energy, Inc. - Class A common stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MWYN,MWYN,MWYN,"Marwynn Holdings, Inc. - Common stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MX,MX,MX,Magnachip Semiconductor Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MXC,MXC,MXC,Mexco Energy Corporation Common Stock,NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
MXCT,MXCT,MXCT,"MaxCyte, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MXE,MXE,MXE,"Mexico Equity and Income Fund, Inc. (The) Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MXF,MXF,MXF,"Mexico Fund, Inc. (The) Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MXI,MXI,MXI,iShares Global Materials ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MXL,MXL,MXL,"MaxLinear, Inc - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MYCF,MYCF,MYCF,State Street My2026 Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYCG,MYCG,MYCG,State Street My2027 Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYCH,MYCH,MYCH,State Street My2028 Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYCI,MYCI,MYCI,State Street My2029 Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYCJ,MYCJ,MYCJ,State Street My2030 Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYCK,MYCK,MYCK,State Street My2031 Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYCL,MYCL,MYCL,State Street My2032 Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYCM,MYCM,MYCM,State Street My2033 Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYCN,MYCN,MYCN,State Street My2034 Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYCO,MYCO,MYCO,State Street My2035 Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYE,MYE,MYE,"Myers Industries, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MYFW,MYFW,MYFW,"First Western Financial, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MYGN,MYGN,MYGN,"Myriad Genetics, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MYHA,MYHA,MYHA,State Street My2027 High Yield Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYHB,MYHB,MYHB,State Street My2028 High Yield Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYHC,MYHC,MYHC,State Street My2029 High Yield Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYHD,MYHD,MYHD,State Street My2030 High Yield Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYHE,MYHE,MYHE,State Street My2031 High Yield Corporate Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYI,MYI,MYI,"Blackrock MuniYield Quality Fund III, Inc Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MYLD,MYLD,MYLD,Cambria Micro and SmallCap Shareholder Yield ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
MYMF,MYMF,MYMF,State Street My2026 Municipal Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYMG,MYMG,MYMG,State Street My2027 Municipal Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYMH,MYMH,MYMH,State Street My2028 Municipal Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYMI,MYMI,MYMI,State Street My2029 Municipal Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYMJ,MYMJ,MYMJ,State Street My2030 Municipal Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYMK,MYMK,MYMK,State Street My2031 Municipal Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
MYN,MYN,MYN,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MYND,MYND,MYND,"Mynd.ai, Inc. American Depositary Shares",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
MYO,MYO,MYO,Myomo Inc. Common Stock,NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
MYPS,MYPS,MYPS,"PLAYSTUDIOS, Inc.  - Class A Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MYPSW,MYPSW,MYPSW,"PLAYSTUDIOS, Inc.  - Warrant",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MYRG,MYRG,MYRG,"MYR Group, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MYSE,MYSE,MYSE,"Myseum.AI, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MYSEW,MYSEW,MYSEW,"Myseum.AI, Inc. - Series A Warrant",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MYSZ,MYSZ,MYSZ,"My Size, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MYXXU,MYXXU,MYXXU,Maywood Acquisition Corp. 2 - Units,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MYY,MYY,MYY,ProShares Short MidCap400,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
MZTI,MZTI,MZTI,The Marzetti Company - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
MZYX,MZYX,MZYX,MOZAYYX Acquisition Corp. Class A Ordinary Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MZYX.U,MZYX.U,MZYX-U,"MOZAYYX Acquisition Corp. Units, each consisting of one Class A ordinary share and one-quarter of one redeemable warrant",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MZYX.W,MZYX.W,MZYX-W,"MOZAYYX Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
MZZ,MZZ,MZZ,ProShares UltraShort MidCap400,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NA,NA,NA,Nano Labs Ltd - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NAAS,NAAS,NAAS,NaaS Technology Inc. - American Depositary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NABL,NABL,NABL,"N-able, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NAC,NAC,NAC,Nuveen California Quality Municipal Income Fund,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NACP,NACP,NACP,Impact Shares NAACP Minority Empowerment ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NAD,NAD,NAD,Nuveen Quality Municipal Income Fund Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NAGE,NAGE,NAGE,"Niagen Bioscience, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NAII,NAII,NAII,"Natural Alternatives International, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NAIL,NAIL,NAIL,Direxion Daily Homebuilders & Supplies Bull 3X ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NAK,NAK,NAK,"Northern Dynasty Minerals, Ltd. Common Stock",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
NAKA,NAKA,NAKA,Nakamoto Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NAMI,NAMI,NAMI,Jinxin Technology Holding Company - American Depositary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NAMM,NAMM,NAMM,Namib Minerals - Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NAMMW,NAMMW,NAMMW,Namib Minerals - Warrants,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NAMS,NAMS,NAMS,NewAmsterdam Pharma Company N.V. - Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NAMSW,NAMSW,NAMSW,NewAmsterdam Pharma Company N.V. - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NAN,NAN,NAN,Nuveen New York Quality Municipal Income Fund Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NANC,NANC,NANC,Unusual Whales Subversive Democratic Trading ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
NANR,NANR,NANR,State Street SPDR S&P North American Natural Resources ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NAPR,NAPR,NAPR,Innovator Growth-100 Power Buffer ETF - April,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
NASA,NASA,NASA,Tema Space Innovators ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NAT,NAT,NAT,Nordic American Tankers Limited Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NATH,NATH,NATH,"Nathan's Famous, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NATL,NATL,NATL,NCR Atleos Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NATO,NATO,NATO,Themes Transatlantic Defense ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
NATR,NATR,NATR,"Nature's Sunshine Products, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NAUG,NAUG,NAUG,Innovator Growth-100 Power Buffer ETF - August,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
NAUT,NAUT,NAUT,"Nautilus Biotechnology, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NAVI,NAVI,NAVI,Navient Corporation - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NAVN,NAVN,NAVN,"Navan, Inc. - Class A Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NAZ,NAZ,NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NB,NB,NB,NioCorp Developments Ltd. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NBB,NBB,NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NBBK,NBBK,NBBK,"NB Bancorp, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NBCE,NBCE,NBCE,Neuberger China Equity ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBCM,NBCM,NBCM,Neuberger Commodity Strategy ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBCR,NBCR,NBCR,Neuberger Core Equity ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBDS,NBDS,NBDS,Neuberger Disrupters ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBET,NBET,NBET,Neuberger Energy Transition & Infrastructure ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBFC,NBFC,NBFC,Neuberger Flexible Credit Income ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBFR,NBFR,NBFR,Innovator Nasdaq-100 Managed 10 Buffer ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBGX,NBGX,NBGX,Neuberger Growth ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBH,NBH,NBH,Neuberger Municipal Fund Inc. Common Stock,NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
NBHC,NBHC,NBHC,National Bank Holdings Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NBIE,NBIE,NBIE,Neuberger International Core Equity ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBIG,NBIG,NBIG,Leverage Shares 2X Long NBIS Daily ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
NBIL,NBIL,NBIL,GraniteShares 2x Long NBIS Daily ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
NBIS,NBIS,NBIS,Nebius Group N.V. - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NBIX,NBIX,NBIX,"Neurocrine Biosciences, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NBIZ,NBIZ,NBIZ,Tradr 2X Short NBIS Daily ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
NBJP,NBJP,NBJP,Neuberger Japan Equity ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBN,NBN,NBN,Northeast Bank - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NBOS,NBOS,NBOS,Neuberger Option Strategy ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBP,NBP,NBP,NovaBridge Biosciences - American Depositary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NBR,NBR,NBR,Nabors Industries Ltd.,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NBRG,NBRG,NBRG,Newbridge Acquisition Limited - Class A Ordinary Share,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NBRGR,NBRGR,NBRGR,Newbridge Acquisition Limited - Rights,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NBRGU,NBRGU,NBRGU,Newbridge Acquisition Limited - Unit,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NBSD,NBSD,NBSD,Neuberger Short Duration Income ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBSM,NBSM,NBSM,Neuberger Small-Mid Cap ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBTB,NBTB,NBTB,NBT Bancorp Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NBTR,NBTR,NBTR,Neuberger Total Return Bond ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NBTX,NBTX,NBTX,Nanobiotix S.A. - ADSs,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NBXG,NBXG,NBXG,Neuberger Next Generation Connectivity Fund Inc. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NC,NC,NC,"NACCO Industries, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NCA,NCA,NCA,Nuveen California Municipal Value Fund,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NCDL,NCDL,NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NCEL,NCEL,NCEL,NewcelX Ltd. - Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NCEW,NCEW,NCEW,New Century Logistics (BVI) Limited - Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NCI,NCI,NCI,Neo-Concept International Group Holdings Limited - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NCIQ,NCIQ,NCIQ,Hashdex Nasdaq CME Crypto Index ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
NCL,NCL,NCL,Northann Corp. Common Stock,NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
NCLH,NCLH,NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
NCLO,NCLO,NCLO,Nuveen AA-BBB CLO ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
NCMI,NCMI,NCMI,"National CineMedia, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NCNA,NCNA,NCNA,NuCana plc - American Depositary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NCNO,NCNO,NCNO,"nCino, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
NCPB,NCPB,NCPB,Nuveen Core Plus Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
